seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr7	7297333	7297936	604	*	X771	100885832	7298891	7298946	56	+	954	upstream	954	Mir5620
chr7	24482001	24482392	392	*	X775	260299	24482023	24504539	22517	+	0	overlapStart	0	Cadm4
chr7	27166487	27166756	270	*	X776	112406	27158658	27166802	8145	-	0	inside	45	Egln2
chr7	27446602	27446721	120	*	X778	233016	27447978	27466144	18167	+	1256	upstream	1256	Blvrb
chr7	28451988	28452356	369	*	X780	80749	28451980	28468242	16263	+	0	inside	7	Lrfn1
chr7	30445205	30445507	303	*	X781	11803	30434982	30445535	10554	-	0	inside	27	Aplp1
chr7	30956208	30957387	1180	*	X782	22282	30945248	30956803	11556	-	0	overlapStart	0	Usf2
chr7	34654894	34655335	442	*	X783	233107	34639014	34655509	16496	-	0	inside	173	Kctd15
chr7	38107371	38107536	166	*	X784	12447	38097984	38107534	9551	-	0	overlapStart	0	Ccne1
chr7	38107721	38107831	111	*	X785	12447	38097984	38107534	9551	-	186	upstream	186	Ccne1
chr7	44590878	44591726	849	*	X786	16504	44590664	44604754	14091	+	0	inside	213	Kcnc3
chr7	46100536	46100780	245	*	X790	16514	46097096	46100764	3669	-	0	overlapStart	0	Kcnj11
chr7	46396430	46396777	348	*	X791	16502	46396497	46438704	42208	+	0	overlapStart	0	Kcnc1
chr7	67951582	67952119	538	*	X792	16001	67952827	68233668	280842	+	707	upstream	707	Igf1r
chr7	73557937	73558330	394	*	X793	69170	73539203	73558395	19193	-	0	inside	64	Chaserr
chr7	79465867	79466205	339	*	X794	18975	79446231	79466362	20132	-	0	inside	156	Polg
chr7	80688434	80688967	534	*	X795	70461	80586627	80688877	102251	-	0	overlapStart	0	Crtc3
chr7	80993601	80993920	320	*	X796	233410	80993681	81045164	51484	+	0	overlapStart	0	Zfp592
chr7	81213423	81214077	655	*	X797	18584	81213596	81334533	120938	+	0	overlapStart	0	Pde8a
chr7	82866286	82866498	213	*	X798	108797	82867333	82871515	4183	+	834	upstream	834	Mex3b
chr7	83883663	83884227	565	*	X799	67943	83884466	83901532	17067	+	238	upstream	238	Mesd
chr7	83883663	83884227	565	*	X799	80889	83879873	83884305	4433	-	0	inside	77	Tlnrd1
chr7	84151549	84152091	543	*	X800	70178	84109356	84151893	42538	-	0	overlapStart	0	Abhd17c
chr7	90129998	90130075	78	*	X801	233489	90130213	90213465	83253	+	137	upstream	137	Picalm
chr7	90129998	90130075	78	*	X801	78329	90124822	90129984	5163	-	13	upstream	13	2310010J17Rik
chr7	90130204	90130590	387	*	X802	233489	90130213	90213465	83253	+	0	overlapStart	0	Picalm
chr7	90130204	90130590	387	*	X802	78329	90124822	90129984	5163	-	219	upstream	219	2310010J17Rik
chr7	90442794	90443281	488	*	X803	233490	90442729	90447994	5266	+	0	inside	64	Crebzf
chr7	97081659	97082093	435	*	X805	14389	97081586	97308946	227361	+	0	inside	72	Gab2
chr7	110122174	110122563	390	*	X808	22390	110122046	110143286	21241	+	0	inside	127	Wee1
chr7	110614395	110615059	665	*	X809	319934	110308013	110614922	306910	-	0	overlapStart	0	Sbf2
chr7	114117190	114117614	425	*	X810	66922	114046782	114117781	71000	-	0	inside	166	Rras2
chr7	114415054	114416150	1097	*	X811	18576	114415281	114539251	123971	+	0	overlapStart	0	Pde3b
chr7	114415054	114416150	1097	*	X811	71045	114315479	114415161	99683	-	0	overlapStart	0	4933406I18Rik
chr7	117381102	117381500	399	*	X812	233781	117380979	117673580	292602	+	0	inside	122	Xylt1
chr7	122288981	122289525	545	*	X813	18751	122288751	122634402	345652	+	0	inside	229	Prkcb
chr7	132813475	132813895	421	*	X817	77938	132712082	132813886	101805	-	0	overlapStart	0	Fam53b
chr7	137313680	137314502	823	*	X819	13593	137193673	137314445	120773	-	0	overlapStart	0	Ebf3
chr7	138397368	138397673	306	*	X820	70571	138208974	138397730	188757	-	0	inside	56	Tcerg1l
chr7	139248342	139248690	349	*	X821	101631	139248482	139267975	19494	+	0	overlapStart	0	Pwwp2b
chr7	139894831	139895204	374	*	X822	76484	139894696	139941537	46842	+	0	inside	134	Kndc1
chr7	141193694	141193973	280	*	X823	15461	141189105	141194005	4901	-	0	inside	31	Hras
chr7	141193694	141193973	280	*	X823	70552	141194157	141210055	15899	+	183	upstream	183	Lrrc56
chr8	3694403	3694612	210	*	X825	14128	3681737	3694175	12439	-	227	upstream	227	Fcer2a
chr8	11009229	11009552	324	*	X826	384783	10984681	11008458	23778	-	770	upstream	770	Irs2
chr8	13338777	13339229	453	*	X828	21781	13338751	13378448	39698	+	0	inside	25	Tfdp1
chr8	26119214	26119655	442	*	X830	320191	26021421	26119224	97804	-	0	overlapStart	0	Hook3
chr8	26119214	26119655	442	*	X830	77733	26119368	26160819	41452	+	0	overlapStart	0	Rnf170
chr8	26976963	26977326	364	*	X831	353310	26977325	26981461	4137	+	0	overlapStart	0	Zfp703
chr8	33385739	33386070	332	*	X832	22427	33234384	33385527	151144	-	211	upstream	211	Wrn
chr8	33385739	33386070	332	*	X832	75029	33386325	33417467	31143	+	254	upstream	254	Purg
chr8	33929456	33929817	362	*	X833	19663	33782643	33929863	147221	-	0	inside	45	Rbpms
chr8	34965308	34965618	311	*	X834	21951	34826460	34965690	139231	-	0	inside	71	Tnks
chr8	35587829	35588368	540	*	X835	52065	35587798	35679449	91652	+	0	inside	30	Mfhas1
chr8	36248666	36249373	708	*	X836	244421	36216064	36249516	33453	-	0	inside	142	Lonrf1
chr8	40423716	40424072	357	*	X837	70546	40423815	40510266	86452	+	0	overlapStart	0	Zdhhc2
chr8	46740533	46740938	406	*	X838	100503498	46668808	46739515	70708	-	1017	upstream	1017	Gm16675
chr8	47713911	47713975	65	*	X839	70925	47709344	47713932	4589	-	0	overlapStart	0	Cdkn2aip
chr8	47714257	47714263	7	*	X840	70925	47709344	47713932	4589	-	324	upstream	324	Cdkn2aip
chr8	57652251	57652805	555	*	X841	108150	57523828	57653032	129205	-	0	inside	226	Galnt7
chr8	70493145	70493444	300	*	X843	12931	70493158	70504081	10924	+	0	overlapStart	0	Crlf1
chr8	70594503	70595074	572	*	X844	71780	70594373	70597290	2918	+	0	inside	129	Isyna1
chr8	71381704	71381948	245	*	X845	13864	71374123	71381960	7838	-	0	inside	11	Nr2f6
chr8	71382047	71382193	147	*	X846	13864	71374123	71381960	7838	-	86	upstream	86	Nr2f6
chr8	72492295	72492644	350	*	X848	270066	72480641	72492614	11974	-	0	overlapStart	0	Slc35e1
chr8	76899023	76899173	151	*	X849	110784	76899442	77245012	345571	+	268	upstream	268	Nr3c2
chr8	79639769	79640205	437	*	X852	73945	79639618	79677724	38107	+	0	inside	150	Otud4
chr8	83900058	83900607	550	*	X853	330814	83900105	83941954	41850	+	0	overlapStart	0	Adgrl1
chr8	88199145	88200201	1057	*	X857	214627	88199213	88259722	60510	+	0	overlapStart	0	Tent4b
chr8	88521105	88521803	699	*	X858	93960	88521354	88594884	73531	+	0	overlapStart	0	Nkd1
chr8	110721226	110721910	685	*	X864	244654	110721476	110741400	19925	+	0	overlapStart	0	Mtss2
chr8	111056317	111056773	457	*	X865	72544	111056339	111057664	1326	+	0	overlapStart	0	Exosc6
chr8	116733049	116733347	299	*	X867	75796	116574400	116732991	158592	-	57	upstream	57	Cdyl2
chr8	116733442	116733577	136	*	X868	75796	116574400	116732991	158592	-	450	upstream	450	Cdyl2
chr8	117256474	117257094	621	*	X869	74440	117257064	117459430	202367	+	0	overlapStart	0	Cmip
chr8	119394898	119395368	471	*	X870	56690	119394878	119411102	16225	+	0	inside	19	Mlycd
chr8	120114134	120114459	326	*	X871	234797	120114152	120165306	51155	+	0	overlapStart	0	6430548M08Rik
chr8	120228401	120229552	1152	*	X872	382034	120228456	120581390	352935	+	0	overlapStart	0	Gse1
chr8	120228401	120229552	1152	*	X872	434353	120204434	120228230	23797	-	170	upstream	170	A330074K22Rik
chr8	120537581	120538049	469	*	X874	102466849	120538696	120538754	59	+	646	upstream	646	Mir7687
chr8	120537581	120538049	469	*	X874	74227	120536892	120537726	835	-	0	overlapStart	0	1700016A09Rik
chr8	122282350	122282698	349	*	X875	22761	122282141	122337251	55111	+	0	inside	208	Zfpm1
chr8	123041808	123042305	498	*	X876	100503178	123042466	123044602	2137	+	160	upstream	160	2810013P06Rik
chr8	123041808	123042305	498	*	X876	77087	122883822	123042277	158456	-	0	overlapStart	0	Ankrd11
chr8	123332640	123332955	316	*	X877	234857	123332713	123369515	36803	+	0	overlapStart	0	Spire2
chr8	124793047	124793383	337	*	X879	330863	124793092	124834713	41622	+	0	overlapStart	0	Trim67
chr8	125669819	125670294	476	*	X880	74393	125669818	125673359	3542	+	0	inside	0	Map10
chr8	126474411	126474901	491	*	X881	212728	126425329	126475065	49737	-	0	inside	163	Tarbp1
chr9	15044885	15045328	444	*	X884	55991	15002128	15045478	43351	-	0	inside	149	Panx1
chr9	15493590	15493971	382	*	X885	170748	15493432	15545260	51829	+	0	inside	157	Smco4
chr9	35421290	35421659	370	*	X886	57810	35421128	35507652	86525	+	0	inside	161	Cdon
chr9	44881003	44881315	313	*	X887	214162	44803355	44881296	77942	-	0	overlapStart	0	Kmt2a
chr9	54501391	54501841	451	*	X888	235380	54365158	54501626	136469	-	0	overlapStart	0	Dmxl2
chr9	58488034	58488424	391	*	X889	319477	58488603	58499780	11178	+	178	upstream	178	Insyn1
chr9	59036137	59036615	479	*	X890	18007	58874687	59036441	161755	-	0	overlapStart	0	Neo1
chr9	59486201	59486607	407	*	X891	23806	59388258	59486618	98361	-	0	inside	10	Arih1
chr9	65141216	65141541	326	*	X893	19289	65141189	65185872	44684	+	0	inside	26	Igdcc3
chr9	72532012	72532356	345	*	X897	319758	72532240	72622937	90698	+	0	overlapStart	0	Rfx7
chr9	72532012	72532356	345	*	X897	75115	72518250	72531858	13609	-	153	upstream	153	4930509E16Rik
chr9	75409596	75409913	318	*	X898	50772	75386902	75410005	23104	-	0	inside	91	Mapk6
chr9	75409596	75409913	318	*	X898	71274	75410184	75417709	7526	+	270	upstream	270	4933433G15Rik
chr9	88482804	88483023	220	*	X900	56403	88420629	88482574	61946	-	229	upstream	229	Syncrip
chr9	101074098	101074728	631	*	X901	77853	101074101	101104800	30700	+	0	overlapStart	0	Msl2
chr9	103111657	103112051	395	*	X902	270192	103111787	103185276	73490	+	0	overlapStart	0	Rab6b
chr9	106368487	106368981	495	*	X903	235584	106368632	106375724	7093	+	0	overlapStart	0	Dusp7
chr9	107231460	107231864	405	*	X905	208869	106892825	107231909	339085	-	0	inside	44	Dock3
chr9	110532628	110533020	393	*	X908	235626	110532597	110618633	86037	+	0	inside	30	Setd2
chr9	119402176	119402560	385	*	X909	11481	119402118	119434995	32878	+	0	inside	57	Acvr2b
chr9	119578748	119579062	315	*	X910	20271	119483408	119579016	95609	-	0	overlapStart	0	Scn5a
chr9	119579138	119579218	81	*	X911	20271	119483408	119579016	95609	-	121	upstream	121	Scn5a
chr9	123259953	123260733	781	*	X914	72309	123259053	123260764	1712	-	0	inside	30	Tmem158
chrX	102251504	102251833	330	*	X920	434825	102252522	102365498	112977	+	688	upstream	688	Gm14858
chrX	142966354	142967009	656	*	X922	56068	142851146	142966728	115583	-	0	overlapStart	0	Ammecr1
